text,category,priority,recommendation,sla,city,area
"The bulk delivery to our Surat store is delayed by 5 days, and our shelves are running out of stock. I am very disappointed.",Trade,Medium,"Investigate shipment status with the courier partner. Provide an updated tracking link, and process a shipping fee refund if delayed beyond SLA.",48 hours,Delhi,Vesu
The wholesale shipment arrived with 10 units of chocolate flavor instead of the vanilla flavor we ordered.,Trade,Medium,"Investigate shipment status with the courier partner. Provide an updated tracking link, and process a shipping fee refund if delayed beyond SLA.",48 hours,Pune,Dwarka
"Dear Support, The tracking link for our retail store order is broken and shows an error message. Please resolve this.",Trade,Medium,"Investigate shipment status with the courier partner. Provide an updated tracking link, and process a shipping fee refund if delayed beyond SLA.",48 hours,Mumbai,Dwarka
"Dear Support, We received a consignment of health supplements, but 5 jars had expired date labels. Please resolve this.",Trade,Medium,"Investigate shipment status with the courier partner. Provide an updated tracking link, and process a shipping fee refund if delayed beyond SLA.",48 hours,Delhi,Adajan
"The courier partner left the wholesale package outside our warehouse in the rain, damaging the outer cases.",Trade,Medium,"Investigate shipment status with the courier partner. Provide an updated tracking link, and process a shipping fee refund if delayed beyond SLA.",48 hours,Mumbai,Dwarka
"Complaint: We requested a credit note for returned stock last month, but it has not been issued to our trade account yet. Batch No: BATCH-6772.",Trade,Medium,"Investigate shipment status with the courier partner. Provide an updated tracking link, and process a shipping fee refund if delayed beyond SLA.",48 hours,Ahmedabad,Bandra
Our retail order was shipped to our old Pune office address instead of our new Ahmedabad warehouse.,Trade,Medium,"Investigate shipment status with the courier partner. Provide an updated tracking link, and process a shipping fee refund if delayed beyond SLA.",48 hours,Pune,Kothrud
"Hello team, The delivery driver refused to unload the bulk pallet at our loading dock as agreed. Need a response soon. Thanks.",Trade,Medium,"Investigate shipment status with the courier partner. Provide an updated tracking link, and process a shipping fee refund if delayed beyond SLA.",48 hours,Surat,Adajan
"Urgent: We received the shipping notification for our wholesale order, but the courier has not picked it up yet.",Trade,Medium,"Investigate shipment status with the courier partner. Provide an updated tracking link, and process a shipping fee refund if delayed beyond SLA.",48 hours,Mumbai,Adajan
Could you update the delivery date for retail order #TR992? We need to schedule staff for unloading.,Trade,Medium,"Investigate shipment status with the courier partner. Provide an updated tracking link, and process a shipping fee refund if delayed beyond SLA.",48 hours,Pune,Kothrud
"Dear Support, The bulk delivery to our Surat store is delayed by 5 days, and our shelves are running out of stock. Please resolve this.",Trade,Medium,"Investigate shipment status with the courier partner. Provide an updated tracking link, and process a shipping fee refund if delayed beyond SLA.",48 hours,Pune,Vesu
"Hello team, The wholesale shipment arrived with 10 units of chocolate flavor instead of the vanilla flavor we ordered. Need a response soon. Thanks.",Trade,Medium,"Investigate shipment status with the courier partner. Provide an updated tracking link, and process a shipping fee refund if delayed beyond SLA.",48 hours,Mumbai,Kothrud
Complaint: The tracking link for our retail store order is broken and shows an error message. Batch No: BATCH-3165.,Trade,Medium,"Investigate shipment status with the courier partner. Provide an updated tracking link, and process a shipping fee refund if delayed beyond SLA.",48 hours,Delhi,Vesu
"We received a consignment of health supplements, but 5 jars had expired date labels.",Trade,Medium,"Investigate shipment status with the courier partner. Provide an updated tracking link, and process a shipping fee refund if delayed beyond SLA.",48 hours,Delhi,Dwarka
"Complaint: The courier partner left the wholesale package outside our warehouse in the rain, damaging the outer cases. Batch No: BATCH-5210.",Trade,Medium,"Investigate shipment status with the courier partner. Provide an updated tracking link, and process a shipping fee refund if delayed beyond SLA.",48 hours,Mumbai,Dwarka
"Hello team, We requested a credit note for returned stock last month, but it has not been issued to our trade account yet. Need a response soon. Thanks.",Trade,Medium,"Investigate shipment status with the courier partner. Provide an updated tracking link, and process a shipping fee refund if delayed beyond SLA.",48 hours,Pune,Satellite
Our retail order was shipped to our old Pune office address instead of our new Ahmedabad warehouse. I am very disappointed.,Trade,Medium,"Investigate shipment status with the courier partner. Provide an updated tracking link, and process a shipping fee refund if delayed beyond SLA.",48 hours,Surat,Kothrud
Complaint: The delivery driver refused to unload the bulk pallet at our loading dock as agreed. Batch No: BATCH-7511.,Trade,Medium,"Investigate shipment status with the courier partner. Provide an updated tracking link, and process a shipping fee refund if delayed beyond SLA.",48 hours,Delhi,Vesu
"Dear Support, We received the shipping notification for our wholesale order, but the courier has not picked it up yet. Please resolve this.",Trade,Medium,"Investigate shipment status with the courier partner. Provide an updated tracking link, and process a shipping fee refund if delayed beyond SLA.",48 hours,Mumbai,Adajan
Urgent: Could you update the delivery date for retail order #TR992? We need to schedule staff for unloading.,Trade,Medium,"Investigate shipment status with the courier partner. Provide an updated tracking link, and process a shipping fee refund if delayed beyond SLA.",48 hours,Delhi,Satellite
"The bulk delivery to our Surat store is delayed by 5 days, and our shelves are running out of stock. I am very disappointed.",Trade,Medium,"Investigate shipment status with the courier partner. Provide an updated tracking link, and process a shipping fee refund if delayed beyond SLA.",48 hours,Pune,Dwarka
The wholesale shipment arrived with 10 units of chocolate flavor instead of the vanilla flavor we ordered.,Trade,Medium,"Investigate shipment status with the courier partner. Provide an updated tracking link, and process a shipping fee refund if delayed beyond SLA.",48 hours,Mumbai,Vesu
"Dear Support, The tracking link for our retail store order is broken and shows an error message. Please resolve this.",Trade,Medium,"Investigate shipment status with the courier partner. Provide an updated tracking link, and process a shipping fee refund if delayed beyond SLA.",48 hours,Ahmedabad,Baner
"Dear Support, We received a consignment of health supplements, but 5 jars had expired date labels. Please resolve this.",Trade,Medium,"Investigate shipment status with the courier partner. Provide an updated tracking link, and process a shipping fee refund if delayed beyond SLA.",48 hours,Delhi,Juhu
"Urgent: The courier partner left the wholesale package outside our warehouse in the rain, damaging the outer cases.",Trade,Medium,"Investigate shipment status with the courier partner. Provide an updated tracking link, and process a shipping fee refund if delayed beyond SLA.",48 hours,Delhi,Bandra
"Hello team, We requested a credit note for returned stock last month, but it has not been issued to our trade account yet. Need a response soon. Thanks.",Trade,Medium,"Investigate shipment status with the courier partner. Provide an updated tracking link, and process a shipping fee refund if delayed beyond SLA.",48 hours,Surat,Baner
"Hello team, Our retail order was shipped to our old Pune office address instead of our new Ahmedabad warehouse. Need a response soon. Thanks.",Trade,Medium,"Investigate shipment status with the courier partner. Provide an updated tracking link, and process a shipping fee refund if delayed beyond SLA.",48 hours,Pune,Navrangpura
"Dear Support, The delivery driver refused to unload the bulk pallet at our loading dock as agreed. Please resolve this.",Trade,Medium,"Investigate shipment status with the courier partner. Provide an updated tracking link, and process a shipping fee refund if delayed beyond SLA.",48 hours,Ahmedabad,Adajan
"Dear Support, We received the shipping notification for our wholesale order, but the courier has not picked it up yet. Please resolve this.",Trade,Medium,"Investigate shipment status with the courier partner. Provide an updated tracking link, and process a shipping fee refund if delayed beyond SLA.",48 hours,Pune,Baner
"Dear Support, Could you update the delivery date for retail order #TR992? We need to schedule staff for unloading. Please resolve this.",Trade,Medium,"Investigate shipment status with the courier partner. Provide an updated tracking link, and process a shipping fee refund if delayed beyond SLA.",48 hours,Surat,Bandra
Please send the updated wholesale product catalog and retail pricing sheet for 2026.,Trade,Low,"Acknowledge the distributor inquiry. Provide catalog/stock details, and update them with estimated replenishment timelines.",72 hours,Ahmedabad,Navrangpura
We want to know when the organic herbal tea will be back in stock for wholesale ordering. I am very disappointed.,Trade,Low,"Acknowledge the distributor inquiry. Provide catalog/stock details, and update them with estimated replenishment timelines.",72 hours,Pune,Juhu
Can we request a copy of the monthly statement for our distributor account? I am very disappointed.,Trade,Low,"Acknowledge the distributor inquiry. Provide catalog/stock details, and update them with estimated replenishment timelines.",72 hours,Delhi,Kothrud
Do you offer free shipping for retail partner orders exceeding $2000? I am very disappointed.,Trade,Low,"Acknowledge the distributor inquiry. Provide catalog/stock details, and update them with estimated replenishment timelines.",72 hours,Surat,Baner
We would like to register a new retail outlet under our distributor profile.,Trade,Low,"Acknowledge the distributor inquiry. Provide catalog/stock details, and update them with estimated replenishment timelines.",72 hours,Mumbai,Dwarka
"Dear Support, Could you change the primary contact email for our trade billing department? Please resolve this.",Trade,Low,"Acknowledge the distributor inquiry. Provide catalog/stock details, and update them with estimated replenishment timelines.",72 hours,Pune,Bandra
We wanted to inquire about the minimum order quantity (MOQ) for the new collagen creams. I am very disappointed.,Trade,Low,"Acknowledge the distributor inquiry. Provide catalog/stock details, and update them with estimated replenishment timelines.",72 hours,Mumbai,Bandra
Urgent: Does the trade discount apply to the holiday wellness bundle as well?,Trade,Low,"Acknowledge the distributor inquiry. Provide catalog/stock details, and update them with estimated replenishment timelines.",72 hours,Surat,Vesu
Is there a retail training module available for your new range of vitamins?,Trade,Low,"Acknowledge the distributor inquiry. Provide catalog/stock details, and update them with estimated replenishment timelines.",72 hours,Pune,Adajan
We need an excel version of the product ingredient list for our retail website. I am very disappointed.,Trade,Low,"Acknowledge the distributor inquiry. Provide catalog/stock details, and update them with estimated replenishment timelines.",72 hours,Pune,Bandra
"Dear Support, Please send the updated wholesale product catalog and retail pricing sheet for 2026. Please resolve this.",Trade,Low,"Acknowledge the distributor inquiry. Provide catalog/stock details, and update them with estimated replenishment timelines.",72 hours,Mumbai,Satellite
"Hello team, We want to know when the organic herbal tea will be back in stock for wholesale ordering. Need a response soon. Thanks.",Trade,Low,"Acknowledge the distributor inquiry. Provide catalog/stock details, and update them with estimated replenishment timelines.",72 hours,Ahmedabad,Saket
"Dear Support, Can we request a copy of the monthly statement for our distributor account? Please resolve this.",Trade,Low,"Acknowledge the distributor inquiry. Provide catalog/stock details, and update them with estimated replenishment timelines.",72 hours,Surat,Vesu
Complaint: Do you offer free shipping for retail partner orders exceeding $2000? Batch No: BATCH-3063.,Trade,Low,"Acknowledge the distributor inquiry. Provide catalog/stock details, and update them with estimated replenishment timelines.",72 hours,Delhi,Bandra
"Dear Support, We would like to register a new retail outlet under our distributor profile. Please resolve this.",Trade,Low,"Acknowledge the distributor inquiry. Provide catalog/stock details, and update them with estimated replenishment timelines.",72 hours,Delhi,Bandra
Could you change the primary contact email for our trade billing department?,Trade,Low,"Acknowledge the distributor inquiry. Provide catalog/stock details, and update them with estimated replenishment timelines.",72 hours,Ahmedabad,Bandra
Urgent: We wanted to inquire about the minimum order quantity (MOQ) for the new collagen creams.,Trade,Low,"Acknowledge the distributor inquiry. Provide catalog/stock details, and update them with estimated replenishment timelines.",72 hours,Ahmedabad,Saket
"Dear Support, Does the trade discount apply to the holiday wellness bundle as well? Please resolve this.",Trade,Low,"Acknowledge the distributor inquiry. Provide catalog/stock details, and update them with estimated replenishment timelines.",72 hours,Pune,Kothrud
Complaint: Is there a retail training module available for your new range of vitamins? Batch No: BATCH-9850.,Trade,Low,"Acknowledge the distributor inquiry. Provide catalog/stock details, and update them with estimated replenishment timelines.",72 hours,Pune,Kothrud
"Dear Support, We need an excel version of the product ingredient list for our retail website. Please resolve this.",Trade,Low,"Acknowledge the distributor inquiry. Provide catalog/stock details, and update them with estimated replenishment timelines.",72 hours,Surat,Kothrud
"Dear Support, Please send the updated wholesale product catalog and retail pricing sheet for 2026. Please resolve this.",Trade,Low,"Acknowledge the distributor inquiry. Provide catalog/stock details, and update them with estimated replenishment timelines.",72 hours,Pune,Bandra
We want to know when the organic herbal tea will be back in stock for wholesale ordering.,Trade,Low,"Acknowledge the distributor inquiry. Provide catalog/stock details, and update them with estimated replenishment timelines.",72 hours,Pune,Adajan
Complaint: Can we request a copy of the monthly statement for our distributor account? Batch No: BATCH-5347.,Trade,Low,"Acknowledge the distributor inquiry. Provide catalog/stock details, and update them with estimated replenishment timelines.",72 hours,Surat,Kothrud
"Hello team, Do you offer free shipping for retail partner orders exceeding $2000? Need a response soon. Thanks.",Trade,Low,"Acknowledge the distributor inquiry. Provide catalog/stock details, and update them with estimated replenishment timelines.",72 hours,Mumbai,Juhu
"Dear Support, We would like to register a new retail outlet under our distributor profile. Please resolve this.",Trade,Low,"Acknowledge the distributor inquiry. Provide catalog/stock details, and update them with estimated replenishment timelines.",72 hours,Surat,Baner
Could you change the primary contact email for our trade billing department? I am very disappointed.,Trade,Low,"Acknowledge the distributor inquiry. Provide catalog/stock details, and update them with estimated replenishment timelines.",72 hours,Pune,Juhu
We wanted to inquire about the minimum order quantity (MOQ) for the new collagen creams.,Trade,Low,"Acknowledge the distributor inquiry. Provide catalog/stock details, and update them with estimated replenishment timelines.",72 hours,Surat,Baner
Does the trade discount apply to the holiday wellness bundle as well?,Trade,Low,"Acknowledge the distributor inquiry. Provide catalog/stock details, and update them with estimated replenishment timelines.",72 hours,Ahmedabad,Saket
"Dear Support, Is there a retail training module available for your new range of vitamins? Please resolve this.",Trade,Low,"Acknowledge the distributor inquiry. Provide catalog/stock details, and update them with estimated replenishment timelines.",72 hours,Delhi,Dwarka
We need an excel version of the product ingredient list for our retail website. I am very disappointed.,Trade,Low,"Acknowledge the distributor inquiry. Provide catalog/stock details, and update them with estimated replenishment timelines.",72 hours,Surat,Adajan
Please send the updated wholesale product catalog and retail pricing sheet for 2026. I am very disappointed.,Trade,Low,"Acknowledge the distributor inquiry. Provide catalog/stock details, and update them with estimated replenishment timelines.",72 hours,Mumbai,Navrangpura
"Hello team, We want to know when the organic herbal tea will be back in stock for wholesale ordering. Need a response soon. Thanks.",Trade,Low,"Acknowledge the distributor inquiry. Provide catalog/stock details, and update them with estimated replenishment timelines.",72 hours,Surat,Baner
"Hello team, Can we request a copy of the monthly statement for our distributor account? Need a response soon. Thanks.",Trade,Low,"Acknowledge the distributor inquiry. Provide catalog/stock details, and update them with estimated replenishment timelines.",72 hours,Mumbai,Satellite
"Dear Support, Do you offer free shipping for retail partner orders exceeding $2000? Please resolve this.",Trade,Low,"Acknowledge the distributor inquiry. Provide catalog/stock details, and update them with estimated replenishment timelines.",72 hours,Pune,Saket
Complaint: We would like to register a new retail outlet under our distributor profile. Batch No: BATCH-2076.,Trade,Low,"Acknowledge the distributor inquiry. Provide catalog/stock details, and update them with estimated replenishment timelines.",72 hours,Ahmedabad,Dwarka
Could you change the primary contact email for our trade billing department?,Trade,Low,"Acknowledge the distributor inquiry. Provide catalog/stock details, and update them with estimated replenishment timelines.",72 hours,Delhi,Juhu
"Hello team, We wanted to inquire about the minimum order quantity (MOQ) for the new collagen creams. Need a response soon. Thanks.",Trade,Low,"Acknowledge the distributor inquiry. Provide catalog/stock details, and update them with estimated replenishment timelines.",72 hours,Pune,Navrangpura
Does the trade discount apply to the holiday wellness bundle as well?,Trade,Low,"Acknowledge the distributor inquiry. Provide catalog/stock details, and update them with estimated replenishment timelines.",72 hours,Delhi,Dwarka
Is there a retail training module available for your new range of vitamins? I am very disappointed.,Trade,Low,"Acknowledge the distributor inquiry. Provide catalog/stock details, and update them with estimated replenishment timelines.",72 hours,Delhi,Saket
We need an excel version of the product ingredient list for our retail website. I am very disappointed.,Trade,Low,"Acknowledge the distributor inquiry. Provide catalog/stock details, and update them with estimated replenishment timelines.",72 hours,Surat,Satellite
"Hello team, Please send the updated wholesale product catalog and retail pricing sheet for 2026. Need a response soon. Thanks.",Trade,Low,"Acknowledge the distributor inquiry. Provide catalog/stock details, and update them with estimated replenishment timelines.",72 hours,Delhi,Bandra
We want to know when the organic herbal tea will be back in stock for wholesale ordering. I am very disappointed.,Trade,Low,"Acknowledge the distributor inquiry. Provide catalog/stock details, and update them with estimated replenishment timelines.",72 hours,Mumbai,Bandra
Can we request a copy of the monthly statement for our distributor account? I am very disappointed.,Trade,Low,"Acknowledge the distributor inquiry. Provide catalog/stock details, and update them with estimated replenishment timelines.",72 hours,Pune,Baner
Do you offer free shipping for retail partner orders exceeding $2000? I am very disappointed.,Trade,Low,"Acknowledge the distributor inquiry. Provide catalog/stock details, and update them with estimated replenishment timelines.",72 hours,Mumbai,Satellite
Urgent: We would like to register a new retail outlet under our distributor profile.,Trade,Low,"Acknowledge the distributor inquiry. Provide catalog/stock details, and update them with estimated replenishment timelines.",72 hours,Mumbai,Vesu
"Hello team, Could you change the primary contact email for our trade billing department? Need a response soon. Thanks.",Trade,Low,"Acknowledge the distributor inquiry. Provide catalog/stock details, and update them with estimated replenishment timelines.",72 hours,Pune,Vesu
Complaint: We wanted to inquire about the minimum order quantity (MOQ) for the new collagen creams. Batch No: BATCH-8770.,Trade,Low,"Acknowledge the distributor inquiry. Provide catalog/stock details, and update them with estimated replenishment timelines.",72 hours,Surat,Satellite
"Dear Support, Does the trade discount apply to the holiday wellness bundle as well? Please resolve this.",Trade,Low,"Acknowledge the distributor inquiry. Provide catalog/stock details, and update them with estimated replenishment timelines.",72 hours,Surat,Navrangpura
"Dear Support, Is there a retail training module available for your new range of vitamins? Please resolve this.",Trade,Low,"Acknowledge the distributor inquiry. Provide catalog/stock details, and update them with estimated replenishment timelines.",72 hours,Pune,Kothrud
We need an excel version of the product ingredient list for our retail website.,Trade,Low,"Acknowledge the distributor inquiry. Provide catalog/stock details, and update them with estimated replenishment timelines.",72 hours,Surat,Saket
